Img_Name,Img_Text,Img_Text_Label,Img_Label,Text_Label,,,,,,,
1879.jpg,"When Someone Asks About MS Dhoni's Fitness, Show them This Full-Length Dive MS Dhoni is fitter than many players who are younger than him",Nonbully,Nonbully,Nonbully,,,,,,,
1880.jpg,"When you fart thinking it's just a fart,but that fart comes out with some potty You to your ass:ye tune kya kiyaaaa?",Bully,Nonbully,Nonbully,,,,,,,
1881.jpg,choudhary ka ladka aaj biscuit dal k nahi gaya Mar to nahi gya bsdkaaa,Bully,Nonbully,Bully,,,,,,,
1882.jpg,When u and your friend enters the same house in #PUBG for loot You be like-Gandu!bahar nikal.,Nonbully,Nonbully,Nonbully,,,,,,,
1883.jpg,Her: I forgot my wallet Him: okay then just look how I eat,Bully,Nonbully,Bully,,,,,,,
1884.jpg,*Before porn banned* *Aftee porn banned*,Nonbully,Nonbully,Nonbully,,,,,,,
1885.jpg,"Don't worry IKNOW CHABI UMPIRE,ZIMBAWE ZIM 4-0 overs 0.4 KAMUNHUKAMWE 4 4 TAYLOR 0 0",Nonbully,Nonbully,Nonbully,,,,,,,
1886.jpg,"Damnit!""she has her head turned,can't see her eyes. ""Said no man ever",Bully,Nonbully,Bully,,,,,,,
1887.jpg,Sagar @sagarcasm Amit ji had an arc reactor heart before Tony Stark,Nonbully,Nonbully,Nonbully,,,,,,,
1888.jpg,Har kutte ka din aata hai,Nonbully,Nonbully,Nonbully,,,,,,,
1889.jpg,Teacher: yehnotebook kiski hai?  Me: Paper ki! Whole class:,Nonbully,Nonbully,Nonbully,,,,,,,
1890.jpg,"Sorry, Indian guys, I'm already married. *Le Supreme Court of India Extramarital Affairs are not a criminal offense anymore.",Nonbully,Nonbully,Nonbully,,,,,,,
1891.jpg,Aisa Kheech k lafa dunga ,Bully,Nonbully,Nonbully,,,,,,,
1892.jpg,Isse aage ni jayega madam,Bully,Nonbully,Nonbully,,,,,,,
1893.jpg,Chandigarh University Weak financial condition of a bright student 100% scholarship,Nonbully,Nonbully,Nonbully,,,,,,,
1894.jpg,"itni raat ko padosan oh my god, oh my god chilla rhi hai prayer kr rhi hogi bechaari",Nonbully,Nonbully,Nonbully,,,,,,,
1895.jpg,Teacher in online class:Am i audible?Student:No sir Everyone:Ye fass gaya..,Nonbully,Nonbully,Nonbully,,,,,,,
1896.jpg,#tagHim We all have that one friend jo ladkiyon ko competition deta h,Bully,Nonbully,Nonbully,,,,,,,
1897.jpg,A girl with the nose ring is prettiest of all,Nonbully,Nonbully,Nonbully,,,,,,,
1898.jpg,best places to keep your money safe,Bully,Bully,Nonbully,,,,,,,
1899.jpg,They grew up so fast ,Nonbully,Nonbully,Nonbully,,,,,,,
1900.jpg,reasons why jio banned porn ab tu dekh madarchod mai kya karta hu bola tha na madarjat panga na le,Bully,Nonbully,Bully,,,,,,,
1901.jpg,What she looks like when she is on Top,Bully,Bully,Nonbully,,,,,,,
1902.jpg,"""bhaiyo behenooooooo…""""petrol mehenga nahi hai""""tum hi gareeb ho bhsdiwlo""",Bully,Nonbully,Bully,,,,,,,
1903.jpg,Me on my way to give myself some Cookie Credit after buying all groceries successfully Ab hmko chahiye UNIBIC Cookies,Nonbully,Nonbully,Nonbully,,,,,,,
1904.jpg,every girl knows where a guy is watching but she allows him to enjoy as much as he wants,Bully,Nonbully,Nonbully,,,,,,,
1905.jpg,day 121 and still no tomatoes WTF!,Nonbully,Nonbully,Nonbully,,,,,,,
1906.jpg,if we're getting ready to go out and I see this we aren't going out anymore.,Bully,Bully,Nonbully,,,,,,,
1907.jpg,DUBAI 1985 2016,Nonbully,Nonbully,Nonbully,,,,,,,
1908.jpg,When u see a hot girl When u see a Auntie's,Bully,Nonbully,Nonbully,,,,,,,
1909.jpg,"Never  DM a girl mid day.The best time to slide in the DMs is late at night when she laying in bed, realizing how single & lonely she is",Nonbully,Nonbully,Nonbully,,,,,,,
1910.jpg,"did you know? In north korea,the punishment for watching porn is death Same here in India.Bas ek baar parents ke pakad me aa jao. Maa kasam maut ka nanga naach hoga.",Nonbully,Nonbully,Nonbully,,,,,,,
1911.jpg,What people think it's like to be tall What really it's like,Bully,Nonbully,Nonbully,,,,,,,
1912.jpg,AAJ KAL LAUNDO KE PAAS SAMOSE KHANE KE PAISE NHI HOTE PAR MOOCH AUR DAADHI AISE RAKHENGE JAISE RIYASAT KE RAJKUMAR HAIN FB/RealBcBilli,Nonbully,Nonbully,Nonbully,,,,,,,
1913.jpg,This is bit weird,Bully,Bully,Nonbully,,,,,,,
1914.jpg,first they legalised gay sex &extramarital affair now they banned porn for jio users G@nd maarna:Legal Dusro ki Biwi ki lena:legal Khud ke haath se mutthi marna:illegal,Bully,Nonbully,Bully,,,,,,,
1915.jpg,This is Kedarnath What a beauty,Nonbully,Nonbully,Nonbully,,,,,,,
1916.jpg,every girl has an inner slut.It just takes the right guy to bring it out,Bully,Nonbully,Bully,,,,,,,
1917.jpg,"the kid in the viral video where he is seen threatning a cop is raipur mayor aijaz dhebar's nephew congress minister aijaz dhebar who is raipur's mayor he was roaming outside without mask and when he was stopped by cops for challan,he threatned them that he will get them suspended",Nonbully,Nonbully,Nonbully,,,,,,,
1918.jpg,when you see a hot girl when you see aunties,Bully,Bully,Nonbully,,,,,,,
1919.jpg,2nd person in your tag list on his/ her first night,Nonbully,Nonbully,Nonbully,,,,,,,
1920.jpg,Friendship goals,Bully,Bully,Nonbully,,,,,,,
1921.jpg,bas yuhi hasti rehna kabhi patna mat,Bully,Nonbully,Bully,,,,,,,
1922.jpg,AANE WALE GENERATON KO MUMMY BOLA KARENGI TUMHARI PARVARISH KE LIYE MAIN 10-10 GHANTE OFFLINE RAHI HUN FB/RealBcBilli,Nonbully,Nonbully,Nonbully,,,,,,,
1923.jpg,mother's daily struggle to get food for kids,Nonbully,Nonbully,Nonbully,,,,,,,
1924.jpg,Friend:Bhai usne meri call kat di He:..Translate Tweet Wo stree hai… wo kisi ka v kaat sakti hai.,Bully,Nonbully,Bully,,,,,,,
1925.jpg,"while other states are struggling for oxygen,kerela govt. already built oxygen plants.They are now supplied to other states Kerala has enough oxygen production; supplying oxygen to other states,says official",Nonbully,Nonbully,Nonbully,,,,,,,
1926.jpg,"""kitni seeti ke baad cooker band karna hai?""",Nonbully,Nonbully,Nonbully,,,,,,,
1927.jpg,unacademy upstox RCB 89-7 12,Nonbully,Nonbully,Nonbully,,,,,,,
1928.jpg,When someone unfollow me on instagram Unfollow kyu?Dikkt hai to Block kar na Madharchod,Bully,Nonbully,Bully,,,,,,,
1929.jpg,"show this to your mom She said mahine ka 8 hazar,saaf safai included",Nonbully,Nonbully,Nonbully,,,,,,,
1930.jpg,foreign tour ban:supreme court of India has banned PM Modi's foreign tour. Calm down calm down,Bully,Nonbully,Bully,,,,,,,
1931.jpg,life might suck at the moment but atleast you're not this bird,Nonbully,Nonbully,Nonbully,,,,,,,
1932.jpg,pls help I have 5 kids,Bully,Nonbully,Nonbully,,,,,,,
1933.jpg,"be with someone who says ""babe,let's fix this,I can't lose you.""",Nonbully,Nonbully,Nonbully,,,,,,,
1934.jpg,"seeing boobs for the first time:seeing boobs for the 5,687 th time: Men will be men",Bully,Nonbully,Nonbully,,,,,,,
1935.jpg,When you lightly touch your younger brother Jaldi se uth ja bhai Nahi toh dad mujhe bohot marenge,Nonbully,Nonbully,Nonbully,,,,,,,
1936.jpg,so you find it difficult to concentrate at work? Imagine this guy's situation!!,Nonbully,Nonbully,Nonbully,,,,,,,
1937.jpg,maturity is when you realise why he used snake in this song,Nonbully,Nonbully,Nonbully,,,,,,,
1938.jpg,this is what you miss in online shopping…!!,Bully,Bully,Nonbully,,,,,,,
1939.jpg,"Doctor:I have some bad news,you have a very rare disease Me:what?How rare?Doctor:You get to name it Me:",Nonbully,Nonbully,Nonbully,,,,,,,
1940.jpg,Gogi kitna mota ho gaya har din mota hota jaa raha hai gogi!!,Bully,Bully,Nonbully,,,,,,,
1941.jpg,#Khelakya?PLAYERZPOT Pe khela kya?apun ko bhi ab PLAYERZPOT Par khelne ka hai,Nonbully,Nonbully,Nonbully,,,,,,,
1942.jpg,BC CALCULATION BHI TAB FAIL HO JATI HAI JAB '' EK ROTI MEIN PEIT BHAR GAYA KEHNE WALI LADKIYAAN 2 TIKKI AUR 20 GOLGAPPE KHA JATI HAI BAKCHOD BILLI Insta @BcbilliOfficial fb.com/BakchodBilli,Nonbully,Nonbully,Nonbully,,,,,,,
1943.jpg,This kid is going places Jackie you can't just white out a question you don't want to answer.,Nonbully,Nonbully,Nonbully,,,,,,,
1944.jpg,the moment that little boy learning why gentleman always let the ladies go first ,Bully,Bully,Nonbully,,,,,,,
1945.jpg,my warmup is your workout,Nonbully,Nonbully,Nonbully,,,,,,,
1946.jpg,Is it APSARA or NATRAJ pencil? I'm pretty curious to know!,Bully,Bully,Nonbully,,,,,,,
1947.jpg,there are two types of girls Which one you like,Nonbully,Nonbully,Nonbully,,,,,,,
1948.jpg,6 month old Nikon D5300 DSLR camera for sale,Nonbully,Nonbully,Nonbully,,,,,,,
1949.jpg,each boy has that one girl he will never lose feelings for her.,Nonbully,Nonbully,Nonbully,,,,,,,
1950.jpg,When you know this is your last chance to have fun!,Bully,Bully,Nonbully,,,,,,,
1951.jpg,luck is when you love someone and they love you back the same,Nonbully,Nonbully,Nonbully,,,,,,,
1952.jpg,this diwali don't burst patakhas be one patakha,Nonbully,Nonbully,Nonbully,,,,,,,
1953.jpg,literally nobody:Backbenchers in every lecture:,Nonbully,Nonbully,Nonbully,,,,,,,
1954.jpg,"Ladies when your man does this to you a lot, he really loves you…",Bully,Bully,Nonbully,,,,,,,
1955.jpg,ME that one girl who always reacts to my post Our marriage certificate,Nonbully,Nonbully,Nonbully,,,,,,,
1956.jpg,US WAQT DHARTI NE BHI GHUMNA NBAND KAR DIYA JAB 11 SAAL KI LADKI NE STATUS DAALA '' LOVE HURTS MEN ARE DOGS'' BAKCHOD BILLI Insta @BcbilliOfficial fb.com/BakchodBilli,Nonbully,Nonbully,Nonbully,,,,,,,
1957.jpg,your hands are strong But your right hand's much stronger than your left.why is that?Um.I am a sword fighter.,Nonbully,Nonbully,Nonbully,,,,,,,
1958.jpg,"a girl uploaded story ""before 2019 we should"" Outer Me: we should talk atleast Inner me: SEX KARNA CHAHTA HU TUMHARE SATH",Bully,Nonbully,Bully,,,,,,,
1959.jpg,"a new super earth that takes 2.4 days to complete a year has been discovered.Planet's mass is around 3 times the mass of Earth Situated 36 light years away from earth,it orbits around star GJ 740,a red dwarf.Another hope for multi-planet human life expansion?",Nonbully,Nonbully,Nonbully,,,,,,,
1960.jpg,when you see her will you stop your car to drop her??,Bully,Bully,Nonbully,,,,,,,
1961.jpg,meanwhile 2022 be like:Hai himmat?..aayega?..aayega?,Nonbully,Nonbully,Nonbully,,,,,,,
1962.jpg,when you have such a wife the problems for pillow should never arise,Bully,Bully,Nonbully,,,,,,,
1963.jpg,"watching a movie that yuh woman already watched,be like",Bully,Bully,Nonbully,,,,,,,
1964.jpg,Things we should learn from dogs: love trust loyalty what we learnt:Doggy style position,Bully,Nonbully,Bully,,,,,,,
1965.jpg,ha bhai..aur sab kaise...,Bully,Nonbully,Nonbully,,,,,,,
1966.jpg,"boobs are like the sun you can stare at them only for a few seconds! But if you put your sunglasses, You can stare at them as much you want",Bully,Nonbully,Bully,,,,,,,
1967.jpg,Aamir Khan in Ghajini every 15 mins.MPL Ye kaun,Nonbully,Nonbully,Nonbully,,,,,,,
1968.jpg,Happy children's day,Bully,Bully,Nonbully,,,,,,,
1969.jpg,remembering 2019,Nonbully,Nonbully,Nonbully,,,,,,,
1970.jpg,what girls think we want what we really want Ladkiya kapde me hi zada achchi lagti hai,Nonbully,Nonbully,Nonbully,,,,,,,
1971.jpg,in a world hoarding toilet paper rolls.Let's take a moment to appreciate an unsung hero.,Nonbully,Nonbully,Nonbully,,,,,,,
1972.jpg,what boys want explained in single pic,Bully,Bully,Nonbully,,,,,,,
1973.jpg,married men in girl's DM,Bully,Nonbully,Nonbully,,,,,,,
1974.jpg,my books whole year -the night before exam,Bully,Bully,Nonbully,,,,,,,
1975.jpg,My dream when my bestfriend get married,Bully,Bully,Nonbully,,,,,,,
1976.jpg,and just like that scrolling through his feeds a boy went to the bathroom,Bully,Bully,Nonbully,,,,,,,
1977.jpg,imagine her as your math's teacher Talha Malik BC jab imagine hi krna hai to bivi na kren,Bully,Nonbully,Nonbully,,,,,,,
1978.jpg,"bhabhi lover's be like ""yahan mein pigal gaya""",Bully,Bully,Nonbully,,,,,,,
1979.jpg,kam paison mein khush rehna difficult hai par jhada mein impossible,Nonbully,Nonbully,Nonbully,,,,,,,
1980.jpg,look at those ear rings so massive,Bully,Bully,Nonbully,,,,,,,
1981.jpg,still one of the most iconic pic,Bully,Nonbully,Nonbully,,,,,,,
1982.jpg,you come home from work and see your girl like this What's the first thing you do?,Bully,Bully,Nonbully,,,,,,,
1983.jpg,more religious places need to do this sri swami narayan temple of mumbai has converted itself into a COVID hospital jhandirpur masjid of gujarat has converted itself into  a COVID hospital,Nonbully,Nonbully,Nonbully,,,,,,,
1984.jpg,can I go now guys,Bully,Bully,Nonbully,,,,,,,
1985.jpg,Barber working on sideburns,Nonbully,Nonbully,Nonbully,,,,,,,
1986.jpg,I must have been a monkey in a past life!,Bully,Bully,Nonbully,,,,,,,
1987.jpg,which mobile are you using now?,Nonbully,Nonbully,Nonbully,,,,,,,
1988.jpg,Master ji! Didi ki blouse ek bilang choti kerdo,Bully,Bully,Nonbully,,,,,,,
1989.jpg,*My seat cover watching me filing Petrol 100rs/liter*,Bully,Nonbully,Nonbully,,,,,,,
1990.jpg,reaction for men shot reaction for vibration shot,Bully,Nonbully,Nonbully,,,,,,,
1991.jpg,*meeting with best friend*Girls: Boys:,Nonbully,Nonbully,Nonbully,,,,,,,
1992.jpg,"zindagi mein ladkiyan aati rahengi, jaati rahengi apne ko sirf apne goal pe focus karna hai",Nonbully,Nonbully,Nonbully,,,,,,,
1993.jpg,"Babu bhaiya woh beardo ke sabhi products pe 50-70% off mil raha hai pehle kyun nahi bataya,link kahan hai?Link bio mein hai!",Nonbully,Nonbully,Nonbully,,,,,,,
1994.jpg,stresss busster,Bully,Bully,Nonbully,,,,,,,
1995.jpg,"ladna chahta hoon apno se,lekin darr lagta hai jeet bhi gaya toh haar jaunga",Nonbully,Nonbully,Nonbully,,,,,,,
1996.jpg,Well I know what I'm getting my girl for christmas,Bully,Bully,Nonbully,,,,,,,
1997.jpg,Not all promises are fake.,Nonbully,Nonbully,Nonbully,,,,,,,
1998.jpg,if your ex need blood will u donate to safe his/her life? Ami R khan nagin ko insaan ka khoon nhi chalega Ami R khan Nice boobs btw,Bully,Bully,Bully,,,,,,,
1999.jpg,stop texting them if they ignore you.Even yourself respect has some self respect.,Nonbully,Nonbully,Nonbully,,,,,,,
2000.jpg,Name any one out of these,Bully,Bully,Nonbully,,,,,,,
2001.jpg,"relatives come at my home Dad:beta,jaa uncle ke liye nimbu pani le aa Me:*Uncle *Dad",Nonbully,Nonbully,Nonbully,,,,,,,
2002.jpg,other girls vs MyGF,Bully,Bully,Nonbully,,,,,,,
2003.jpg,girls:i only date 6 feet guys Me with only 2 feet Ants,Nonbully,Nonbully,Nonbully,,,,,,,
2004.jpg,Help this poor lady donate some clothes to her,Bully,Bully,Nonbully,,,,,,,
2005.jpg,a loyal partner will never afraid to show you infront of the whole world.,Nonbully,Nonbully,Nonbully,,,,,,,
2006.jpg,this 4 pics of disha patani made 2018 the sexiest year,Bully,Bully,Bully,,,,,,,
2007.jpg,today-punjab kings vs rajasthan royals who do you think will   win today?,Nonbully,Nonbully,Nonbully,,,,,,,
2008.jpg,and if you look in the background you can see some mountains…,Bully,Nonbully,Nonbully,,,,,,,
2009.jpg,rocky bhai ka fans next level hai,Nonbully,Nonbully,Nonbully,,,,,,,
2010.jpg,I'm a simple man I see booty I hit like,Bully,Nonbully,Nonbully,,,,,,,
2011.jpg,when my parents see me with a girl My parents be like:-MPL Ye koun?,Nonbully,Nonbully,Nonbully,,,,,,,
2012.jpg,What drink you ordering?,Bully,Bully,Nonbully,,,,,,,
2013.jpg,Boring trip?Just play these songs Yuhi chala chal behti hawa sa tha woh dil chahta hai hawayein ilaahi journey song love you zindagi maahi ve noore khuda tu jo mila zindagi do pal ki ekla cholo re saafarnama khwabon ke parindey sooraj dooba hai aao mila chalo,Nonbully,Nonbully,Nonbully,,,,,,,
2014.jpg,sakth launde yaha pighalte he,Bully,Nonbully,Bully,,,,,,,
2015.jpg,"me leaving the house wihtout breakfast,ldehydrated and on 4 hours of sleep",Nonbully,Nonbully,Nonbully,,,,,,,
2016.jpg,tie me to bed and do whatever you want,Bully,Bully,Nonbully,,,,,,,
2017.jpg,*stays late up night to perfect the CV*interviewer:tell me something whih is not in this CV.,Nonbully,Nonbully,Nonbully,,,,,,,
2018.jpg,"years of meditation and enlightenment…and then you see the boobies,and everything is falling apart.",Bully,Bully,Bully,,,,,,,
2019.jpg,"""You have my respect,",Nonbully,Bully,Nonbully,,,,,,,
2020.jpg,Me:Baby sweater pehan lo bahar thand hai…She:Ok babu……,Bully,Bully,Nonbully,,,,,,,
2021.jpg,first night of arranged marriage be like:,Nonbully,Nonbully,Nonbully,,,,,,,
2022.jpg,WO BANDA SBSE BADA VELLA HAI.........JISE APNA JIO NUMBER YAAD HO BC FB/RealBcBilli,Bully,Nonbully,Bully,,,,,,,
2023.jpg,are you out of mind!why do you carry those bricks!now is bedtime!none of your business!,Nonbully,Nonbully,Nonbully,,,,,,,
2024.jpg,Desi adult trolls When you are with your family When you are alone,Bully,Bully,Nonbully,,,,,,,
2025.jpg,Ramzan ki shubhkamnayen.Mei bhi madad kardun cellphone pakarnay me?,Nonbully,Nonbully,Nonbully,,,,,,,
2026.jpg,what's your favourite sport's??Tennis Table Tennis,Bully,Nonbully,Nonbully,,,,,,,
2027.jpg,treat her right.She'll love you blindly,Nonbully,Nonbully,Nonbully,,,,,,,
2028.jpg,Sher kaise dahadta hai?!Translate from Hindi Relatable,Bully,Bully,Nonbully,,,,,,,
2029.jpg,Kuch jyada hi straightfor ward ho gaya….SBI life Insurance… ऊपर जाने का रास्ता  ,Nonbully,Nonbully,Nonbully,,,,,,,
2030.jpg,Yoga~Source of health,Bully,Bully,Nonbully,,,,,,,
2031.jpg,"2 overs ,8 runs,2 wickets,when Russell and Karthik were at the crease.Men of the match for tonight.Boom-Boom and thunderbolt pair is the best thing that happened to Mumbai recently.Incredible!",Nonbully,Nonbully,Nonbully,,,,,,,
2032.jpg,"remember,if you're cold, they're cold. Bring them inside",Bully,Nonbully,Nonbully,,,,,,,
2033.jpg,1 2 3 4,Nonbully,Nonbully,Nonbully,,,,,,,
2034.jpg,white. Black. Red. Comment your choice,Bully,Nonbully,Nonbully,,,,,,,
2035.jpg,what i want what i also want,Nonbully,Nonbully,Nonbully,,,,,,,
2036.jpg,koi gubbare fulane mein meri madad karega?Iyer karega Iyer idli Chacha ji mereko gubbare fulane nahi aata Jhooth bolta h bebuchek,Bully,Nonbully,Bully,,,,,,,
2037.jpg,"Buying link in Bio Link Bio me hai,Bio dekho Bio",Nonbully,Nonbully,Nonbully,,,,,,,
2038.jpg,Yoga kr lo frndz,Bully,Nonbully,Nonbully,,,,,,,
2039.jpg,money can't buy happiness but it can buy you  a Ferrari.Have you ever seen anyone seen sad in a Ferrari,Nonbully,Nonbully,Nonbully,,,,,,,
2040.jpg,We are men and this is our weakness,Nonbully,Nonbully,Nonbully,,,,,,,
2041.jpg,"when My Gareeb friend ask me,how i managed to buy Iphone without selling kidney..#CricketMachao Gareeb friend me:who won an iphone on BalleBaazi gadget league..",Nonbully,Nonbully,Nonbully,,,,,,,
2042.jpg,"Girls be like Upload picture with caption.""Look me in the eyes""",Bully,Nonbully,Nonbully,,,,,,,
2043.jpg,some friends stay forever,Nonbully,Nonbully,Nonbully,,,,,,,
2044.jpg,selfie of the year!!!,Bully,Bully,Nonbully,,,,,,,
2045.jpg,ekdum taaza tejpatta lag rahi ho,Nonbully,Nonbully,Nonbully,,,,,,,
2046.jpg,"If you focus on your life goals like him,you will achieve success for sure",Bully,Nonbully,Nonbully,,,,,,,
2047.jpg,hamza hassan itna dard to marne pe bhi nhi hota gitna teri khamoshi ne dia he,Nonbully,Nonbully,Nonbully,,,,,,,
2048.jpg,Other People* *Me Happiness*,Bully,Nonbully,Nonbully,,,,,,,
2049.jpg,Me:*invites some friends over*My Father:',Nonbully,Nonbully,Nonbully,,,,,,,
2050.jpg,zoom karo zoom karo,Bully,Bully,Nonbully,,,,,,,
2051.jpg,My parents hate this player only because of his hairstyle,Nonbully,Nonbully,Nonbully,,,,,,,
2052.jpg,"Girls be like Upload picture with caption.""Look me in the eyes""",Bully,Nonbully,Nonbully,,,,,,,
2053.jpg,bas..nikal gayi hawa,Nonbully,Nonbully,Nonbully,,,,,,,
2054.jpg,When your bae video calls you for first time,Bully,Bully,Nonbully,,,,,,,
2055.jpg,When you want to choose career options based on your skills and experience,Nonbully,Nonbully,Nonbully,,,,,,,
2056.jpg,Fantasy of guys while travelling in a crowded bus,Bully,Bully,Nonbully,,,,,,,
2057.jpg,"every woman needs to learn this to get her daily tasks&needs done by herself.If women can fly massive passengers & fighter planes,they can do this too..Ameer Hamza Alto main Qaleen bhaiyya bethy hue hain",Nonbully,Nonbully,Nonbully,,,,,,,
2058.jpg,The fact One pallu drop scene is equal to 100 bikini scenes,Bully,Bully,Nonbully,,,,,,,
2059.jpg,doctors made a 3D print of an ultrasound for an expecting mother who is blind,Nonbully,Nonbully,Nonbully,,,,,,,
2060.jpg,IG-Desi adult trolls Khelne wale ne daba ke holi kheli hai..,Bully,Nonbully,Nonbully,,,,,,,
2061.jpg,dil khol kar hago..!,Nonbully,Nonbully,Nonbully,,,,,,,
2062.jpg,I bet $1000000.This is the first thing the guy do in the first night:,Bully,Bully,Nonbully,,,,,,,
2063.jpg,"I don't need a job to live I don't live with my parents I have sex 3-4 times a day I have lots oif free time,I read a lot of books and do a lot of the gym Can't wait to get out of jail",Nonbully,Nonbully,Nonbully,,,,,,,
2064.jpg,kya apne kabhi online hotel search kiya hai ,Bully,Nonbully,Nonbully,,,,,,,
2065.jpg,Me trying to have sex with my Gf as quiet as possible Gf:,Nonbully,Nonbully,Nonbully,,,,,,,
2066.jpg,DAARU TOH YUHI BADNAM HAI NASHEDI TOH CHAI KE BHI KUM NAHI HAI APNE DESH ME FB/RealBcBilli,Nonbully,Nonbully,Nonbully,,,,,,,
2067.jpg,Oops my cap got into your dm Here..take it back..,Nonbully,Nonbully,Nonbully,,,,,,,
2068.jpg,This could be us but tum bhav nhi deti…Cheating kya krwaogii,Nonbully,Nonbully,Nonbully,,,,,,,
2069.jpg,weight is just a number if you truly love someone,Nonbully,Nonbully,Nonbully,,,,,,,
2070.jpg,Bura na maano holi he,Bully,Nonbully,Nonbully,,,,,,,
2071.jpg,"No matters how big your house is,how recent your car is ,how big your bank accoun is,Our graves will be the same size stay humble.SPEAK FOR YOURSELF,LOSER!",Nonbully,Nonbully,Nonbully,,,,,,,
2072.jpg,Pagali ne dil jeet liyaaa,Nonbully,Nonbully,Nonbully,,,,,,,
2073.jpg,cancel boards 2021,Nonbully,Nonbully,Nonbully,,,,,,,
2074.jpg,Predict the future,Bully,Bully,Nonbully,,,,,,,
2075.jpg,If you love Old songs Street foods Peaceful Places Simple clothes Then I love You,Nonbully,Nonbully,Nonbully,,,,,,,
2076.jpg,Desire of every young guy to get trapped by that unsatisfied milf in neighborhood,Bully,Nonbully,Bully,,,,,,,
2077.jpg,*me ignoring you *how badly i wanna talk with you,Nonbully,Nonbully,Nonbully,,,,,,,
2078.jpg,"Makeup karne ka kya,jab log waha dekhenge hi nahi",Bully,Bully,Nonbully,,,,,,,
2079.jpg,some pictures don't need any caption.,Nonbully,Nonbully,Nonbully,,,,,,,
2080.jpg,bahar nikal Bsdk BC ye tha kaun jo gaali deke bhaag gya?Pakka kohli hoga,Bully,Bully,Bully,,,,,,,
2081.jpg,mutthal toh mutthal howe hai chaahe BMW driver ho ya truck driver,Bully,Nonbully,Bully,,,,,,,
2082.jpg,life Hack No.69 - How to control GLOBAL WARMING,Bully,Nonbully,Nonbully,,,,,,,
2083.jpg,doctor: u smokin weed?baby:googqgugagauga Doctor:shit bruh u high af,Nonbully,Nonbully,Bully,,,,,,,
2084.jpg,All the credit goes to Chacha Nehru for this historical day. Agar Nehru ji ne article 370 daala hi nahi hota Modi ji text kese karte,Bully,Bully,Bully,,,,,,,
2085.jpg,Me and my friends after 10 years Becoming driver's successfully,Nonbully,Nonbully,Nonbully,,,,,,,
2086.jpg,Meanwhile Akshay and John fighting for the script of #Chandrayaan2,Bully,Nonbully,Bully,,,,,,,
2087.jpg,Virat Kohli reaction after maxwell's 100M six,Nonbully,Nonbully,Nonbully,,,,,,,
2088.jpg,"""Yeh pooch raha hai Kashmir mai khareed lu kya ab""",Bully,Nonbully,Nonbully,,,,,,,
2089.jpg,The fact is silm girls will eat well but never gain weight,Nonbully,Nonbully,Nonbully,,,,,,,
2090.jpg,How to start World War III,Bully,Nonbully,Nonbully,,,,,,,
2091.jpg,mom making food:for her children for herself,Nonbully,Nonbully,Nonbully,,,,,,,
2092.jpg,*Girl uploads a pic* Random boys in comment section: tum hushn pari Tum jaan-e-jahan Tum sabse haseen Tum sabse jawan,Bully,Nonbully,Bully,,,,,,,
2093.jpg,if she has chubby cheeks then make her your wife,Nonbully,Nonbully,Bully,,,,,,,
2094.jpg,Girl uploads a pic *Random Boy: Tum husn Pari Tum Jaane-Jahaan Tum sabse Haseen tum sabse jawaan,Nonbully,Nonbully,Nonbully,,,,,,,
2095.jpg,kaise kaise log rahte hain yahan,Bully,Bully,Nonbully,,,,,,,
2096.jpg,*RCB Batting *Virat &AB,Bully,Nonbully,Nonbully,,,,,,,
2097.jpg,Jhumka makes a girl looks more beautiful,Nonbully,Nonbully,Nonbully,,,,,,,
2098.jpg,When cops stop your car at the signal That one Marathi friend in the car,Bully,Nonbully,Nonbully,,,,,,,
2099.jpg,Parle G after it gets dipped into chai,Nonbully,Nonbully,Nonbully,,,,,,,
2100.jpg,"Good win Last night. Always great to meet legends @virat.kohli @abdevilliers17 davidwarma31. What about pics with us in  it @rashid.khan19 rashid.khan19 @davidwarner31 we wuill put tik tok video togather. Fans to warner&rashid khan*Inko cricketer kyu bolte ho,Tiktoker ghosit kyu nahi krdete ",Bully,Nonbully,Bully,,,,,,,
2101.jpg,I love you,Nonbully,Nonbully,Nonbully,,,,,,,
2102.jpg,Guy preparing to live long enough to watch RCB win an IPL trophy Three wives observe karwa chauth for husband in Uttar Pradesh Photo credit:IANS,Bully,Nonbully,Bully,,,,,,,
2103.jpg,when you are hanging out froml last 3 hours and finally decide to take a selfie with SQUAD:,Nonbully,Nonbully,Nonbully,,,,,,,
2104.jpg,Nothing much Just a picture of ABD carrying #RCB,Bully,Bully,Nonbully,,,,,,,
2105.jpg,No comments.Only Amar Prem,Nonbully,Nonbully,Nonbully,,,,,,,
2106.jpg,Please arrest me,Bully,Nonbully,Nonbully,,,,,,,
2107.jpg,How to make your girlfriend happy,Nonbully,Nonbully,Nonbully,,,,,,,
2108.jpg,Literally nobody:Congress in every election:EVM HACK RANDI RONA,Bully,Nonbully,Bully,,,,,,,
2109.jpg,"""We all have memories on some stairs.""Others:",Nonbully,Nonbully,Nonbully,,,,,,,
2110.jpg,Girls after collecting 30 good photos of themselves Ask me a question Type something.....,Bully,Nonbully,Nonbully,,,,,,,
2111.jpg,Bengali Girl in saree Le me,Nonbully,Bully,Nonbully,,,,,,,
2112.jpg,ABD in RCB Team,Bully,Bully,Nonbully,,,,,,,
